dataset,site,n_site,panel,base_rate,n_panels,pooled_on_site,within_site,values_on_site
cand_eicu_regime,34,1127,2,0.12688553682342502,30,1.0,1.0,0.526564898516118
cand_eicu_regime,42,1296,2,0.12731481481481483,30,0.9999973206869759,0.996969696969697,0.46917182434423815
cand_eicu_regime,45,599,2,0.06343906510851419,30,1.0,0.9330847171404447,0.4852003002157801
cand_eicu_regime,46,1124,2,0.07028469750889679,30,1.0,0.9459451274907638,0.48424080915753137
cand_eicu_regime,49,1878,2,0.06336528221512247,30,1.0,1.0,0.46848142326856834
cand_eicu_regime,58,880,2,0.10113636363636364,30,1.0,0.9339266182758278,0.5184519666472536
cand_eicu_regime,60,644,2,0.023291925465838508,30,0.9999999999999999,0.7923158452570217,0.48696343402225756
cand_eicu_regime,61,629,2,0.04451510333863275,30,0.9999999999999999,0.9778048490610887,0.5324459234608986
cand_eicu_regime,68,1160,2,0.10172413793103448,30,1.0,1.0,0.47350271641888153
cand_eicu_regime,72,552,2,0.034420289855072464,30,1.0,0.8744445541621407,0.3945393502518021
cand_eicu_regime,81,649,2,0.040061633281972264,30,1.0,0.9448697370045684,0.4881775527842944
cand_eicu_regime,83,547,2,0.056672760511883,30,1.0,0.8219242310577646,0.3925043760940235
cand_eicu_regime,86,623,2,0.08186195826645265,30,0.9999999999999999,0.9996229260935142,0.5106609077197313
cand_eicu_regime,87,575,2,0.1356521739130435,30,1.0,0.9982200897693856,0.5504952793685187
cand_eicu_regime,88,673,2,0.02823179791976226,30,1.0,0.9107114115564139,0.5814823756639305
cand_eicu_regime,89,665,2,0.18195488721804512,30,1.0,1.0,0.5440796669907633
cand_eicu_regime,90,1593,2,0.014438166980539862,30,1.0,0.8433397950706175,0.4305178620880643
cand_eicu_regime,94,1239,2,0.021791767554479417,30,1.0,0.9185001833516685,0.532346290184574
cand_eicu_regime,96,759,2,0.061923583662714096,30,1.0,0.9451798948123357,0.5284036576619651
cand_eicu_regime,98,1228,2,0.0781758957654723,30,0.9897167623674912,0.9373205609540636,0.48751288280329796
cand_eicu_regime,POOLED,47701,3,0.09683235152302887,30,0.9948236710653902,nan,0.5200562189873414
cand_eicu_regime,3,2230,3,0.06143497757847534,30,0.9980400431051019,0.9970966830693901,0.5073027575407772
cand_eicu_regime,6,619,3,0.4378029079159935,30,0.9375450651058235,0.9380169232726812,0.507539127115409
cand_eicu_regime,7,1066,3,0.2767354596622889,30,0.9887555233133285,0.9829980874497132,0.4756050913407637
cand_eicu_regime,10,499,3,0.02404809619238477,30,0.9994866529774128,0.8688398357289527,0.6514373716632444
cand_eicu_regime,14,569,3,0.061511423550087874,30,0.9950508293204923,0.9923756019261638,0.5544943820224719
cand_eicu_regime,19,942,3,0.059447983014861996,30,0.9930465978716543,0.9938729442115446,0.5271787326668818
cand_eicu_regime,21,765,3,0.08235294117647059,30,0.9956360511916067,0.9877447655225433,0.4626124903902682
cand_eicu_regime,24,551,3,0.0852994555353902,30,0.9966016548463357,0.9231256332320162,0.46415906788247213
cand_eicu_regime,26,758,3,0.08575197889182058,30,0.9993450993450993,0.8631479631479632,0.553934953934954
cand_eicu_regime,28,631,3,0.11568938193343899,30,0.9977537192517307,0.9987234251485246,0.47955025286001857
cand_eicu_regime,30,926,3,0.026997840172786176,30,0.9968923418423974,0.9550499445061044,0.42062153163152055
cand_eicu_regime,34,1127,3,0.15882874889086068,30,0.988732527166867,0.9893512952879334,0.5455766918888338
cand_eicu_regime,42,1296,3,0.1558641975308642,30,0.9986085217296866,0.9980813437833728,0.5154669031802631
cand_eicu_regime,45,599,3,0.09515859766277128,30,0.9972810254418334,0.9635851621674113,0.508593901728491
cand_eicu_regime,46,1124,3,0.08451957295373666,30,0.9934018720270064,0.9869520740627078,0.4957751521661296
cand_eicu_regime,49,1878,3,0.06602768903088392,30,0.9957516460072829,0.997473516754331,0.5539596130503549
cand_eicu_regime,58,880,3,0.1318181818181818,30,0.9961635674309443,0.9930154359992779,0.5342232352410182
